Rarity Folder,Filename,Collector Number,Card Display Name,Card Level,Card HP,Card Element,Attack 1 Type,Attack 1 Name,Attack 1 Element Cost,Attack 1 Damage,Attack 1 Description,Attack 1 Extended Lore,Attack 2 Type,Attack 2 Name,Attack 2 Element Cost,Attack 2 Damage,Attack 2 Description,Attack 2 Extended Lore,Item Description,Item Extended Lore,Artist Credit,Writer Credit,Card Image Alt Text Description
Common,Common_minjastars_3AMJudgment.jpg,200,3AM Judgment,,,,,,,,,,,,,,,,"While this Asset is in effect, all of your opponent's attacks and abilities cost one extra Zatsu element.<br><br>Altare puts his phone away and tries to walk past the car as if he isn't doing anything wrong. Walking around at three in the morning isn't inherently wrong, right? But despite his justifications to himself, Altare still feels the piercing stare of the driver.","Now wait just a second. Altare knows he has a perfectly innocent reason for being awake and walking around at three in the morning. What is this guy still doing up? Why had he just gotten home? Why is -<br><br>No, no, this isn't right. Some people just like being out in the night air, like he does. There should be no judgment between them.<br>With that, he walks away, feeling the wind ruffle his hair as he heads home.",minjastars,mayari marionette,"A shadowy figure appears to the left of a blue car with a bald headed man inside, operating the vehicle. The man judges the figure with a disgruntled look."
Common,Common_shanaqba1muru_AHerosWeapon.jpg,201,A Hero's Weapon,,,,,,,,,,,,,,,,"An adventurer never leaves without his weapon. Attach this card to any version of Ragus, and it will make his attacks commit 10 more physical damage. Doesn’t matter if the opponent specializes in distance or close combat, who cares when the weapon can do both?!","It looks like a gun at first glance without the blue saber portion, doesn’t it? That’s why it’s called a gun saber! The trusty weapon that the leader never leaves by his side, always ready to use whenever needed. ",shanaqba1muru (imuru),Potato,"A black and gray hand gun with a glowing, blue saber emerging from the end of the muzzle.  The weapon of choice for Regis Altare."
Common,Common_yukinayee_AbandonedAxe.jpg,202,Abandoned Axe,,,,,,,,,,,,,,,,"When Played, this card causes the next attack to deal 20 extra damage.","Remember that one time where the Tempus boys were fighting for their lives against a horde of bloodthirsty zombies? Heh, how time flies…",yukinayee,Kardboard,A bloodied hand axe with a taped black handle left on the lawn.
Common,Common_bulbaasaur_AltareNui.jpg,203,Altare Nui,,,,,,,,,,,,,,,,"Attach this Asset to a Talent you control and a small shield will appear around them. There seems to be a small squeak that can be heard with every hit, it seems to grow more urgent the lower the Talent’s health is.<br><br>Any attack dealt to the talent is reduced by 20 HP. ","Recently the Tempus guild have launched a new line of merchandise to help with their funding, especially with new members joining. Anything that would raise money for a bigger place. The Nui keychains is a popular hit as people flock to get their hands on an adorable version of their Oshi and the guild quickly realize that they have severely underestimated the demand.",bulbaasaur,Dholwrites,"A tan, canvas purse with a stuffed toy keychain of chibi Altare dangling from the metal half circle hoop near the handle of the purse."
Common,Common_newmoniks_LeadersPauldrons.jpg,204,Leader's Pauldrons,,,,,,,,,,,,,,,,"The shine off the pauldrons acts as a great way to project light armor—and sometimes, it can help dodge hits. Sometimes the best part of the outfit is the smallest part. Altare’s Pauldrons when online give a unilateral defense buff and can absorb 200 points worth of damage. When paired with other cards such as Altare’s Adventure Boots, this protection is increased by 100 points.","When Altare first got his pauldrons, he thought that they were just a pair of fancy boomerangs, but boy was he wrong! Eventually he found out that they helped in projecting his light armor, but hey, there’s a first time for everything!",newmoniks,Nyx (CandorArchives),"A decorative black shoulder armor on top Altare’s right shoulder, curving around the shoulder with its triangular edges and wings. It gleams off of the light, protecting Altare from damage."
Common,Common_newmoniks_AltaresAdventureBoots.jpg,205,Altare's Adventure Boots,,,,,,,,,,,,,,,,"These trusty adventurer boots won’t fail even in the worst terrain! When the card is online, they give an attack boost of +10 and raise chances of dodging attack. Meanwhile, when this card is online with Altare’s Pauldrons, it boosts defense and absorbs 300 points worth of damage.  ","These boots hold significance to Altare. They were his first adventure boots, and he wasn’t replacing them any time soon. He kept them clean whenever he could and repaired them when needed. Despite these adventurer boots having the slime essence of many an Altventurer, they only aim to keep the wearer safe from harm. ",newmoniks,Nyx (CandorArchives),"Ankle high white boots with blue straps and soles, with gray decorative borders around the boot.  The blue straps wrap around the boot to secure it to Altare."
Common,Common_Mikan_AltaresEarring.jpg,206,Altare's Earring,,,,,,,,,,,,,,,,"Belonging to the first adventurer of Elysium, whoever owns this item will receive the gift of glory. Become the greatest guild member and bring victory to your friends.<br><br>Once summoned, this item will increase the HP of a character card of your choice by 75%. The effect will be permanent until the game ends or the selected card is defeated, in which case this item will be discarded as well.",,Mikan,kkinos,A shimmering silver earring hoop connected by a chain to an accompanying ear cuff adorned with a circular yellow gem that sits on the left ear lobe.  Along that chain are two hoops and an orange four pronged star in the middle of the chain.  Attached to the earring hoop is a purple star dangling where the chain and hoop meet.
Common,Common_TibbaryZal_AltaresFavoriteMisoRamen.jpg,207,Altare's Favorite Miso Ramen,,,,,,,,,,,,,,,,"Choose one of your character cards to heal 100 HP Also, add a Full token to that card. Cards with Full tokens take 30 less damage from attacks (before applying other modifiers).","A warm comforting bowl of Miso Soup can prepare anyone for the trials of the day ahead. Savoury miso to warm the soul against the chill of the world, soft tofu to fuel the body for any challenge yet to be faced, and refreshing green onion to energize your mind for the day ahead, how could anyone ever resist?",Tibbary Zal,AvaAasimar,"A decorated red bowl with a white rimmed border filled with a steaming hot yummy bowl of ramen. Chopsticks are placed on top of the bowl with noodles, char siu rolled pork slices, hard boiled eggs and seaweed."
Common,Common_TibbaryZal_AltaresFavoriteDriedSeaweed.jpg,208,Altare's Favorite Dried Seaweed,,,,,,,,,,,,,,,,"Choose one of your character cards to heal 50 HP. Also, add a Range Token to that card. Cards with Range Tokens do 100 extra damage with attacks that involve ranged weapons (Guns, Bows, Thrown Items, etc.)","A crunchy and salty on-the-go snack, perfect for eating in the middle of a tough mission or intense gaming night! This seaweed also seems to greatly boost the consumer’s strength with ranged weapons of all sorts, almost like they’ve gained the skills of a certain seaweed-haired alien. All that’s left to do is put the enemies’ heads in the center of the reticle, and click!",Tibbary Zal,AvaAasimar,An opened package of dried seaweed with pieces fanned out of the snack package.
Common,Common_TibbaryZal_AltaresFavoriteKoreanBarbecue.jpg,209,Altare's Favorite Korean Barbecue,,,,,,,,,,,,,,,,"Choose one of your character cards to heal 50 HP. Also, add a Flame Token to that card. Cards with Flame tokens do 100 extra damage with attacks involving flames (fire magic, flaming swords, flaming hot food, etc.)","Hot in more ways than one, this food imbues the consumer with The great elemental magic of fire. Spicy sauce infused in the meat make flames burn hotter, and the delicious burnished crust fuel that fire to make it bigger and brighter.",Tibbary Zal,AvaAasimar,"A flat, circular grill pan with cylinder-like holes for ventilation.  Thinly sliced beef cooking atop the grill, emitting the steam and scent of cooked meat."
Common,Common_Semiluminary_AltaresRamen.jpg,210,Altare's Ramen,,,,,,,,,,,,,,,,Heal 1 of your online cards for 25 HP.,"The bowl of steaming hot ramen looks tantalizing! Rich flavored broth, smooth and soft noodles, and the variety of toppings that compliment the flavor…! You can feel your fatigue evaporate, your tense body relaxes, and your weary soul heals. Ramen is, after all, the best food for the soul.",Semiluminary,aprilmayjune,"Crochet version of Altare is sitting in front of a bowl of ramen. The ramen bowl is red, and the ramen is topped by tomatoes, dry seaweeds, and fishcakes."
Common,Common_Applepiesleth_AltaresWashedKimchi.jpg,211,Altare's Washed Kimchi,,,,,,,,,,,,,,,,"“There is something I should be washing… What was it, rice? No, kimchi!” The peculiar taste of this Korean dish comes from a certain blue hero’s habit of washing his food, albeit a very hygienic technique, it has left the kimchi tasteless.<br><br>This card weakens the effect of hotness. Any damage received from Regina cards is halved.",,Applepiesleth,kkinos,A couple of pieces of kimchi are held under a faucet with running water by a pair of chopsticks. A chibi Altare looks on from the bottom right corner with his tongue poking out.
Common,Common_SannaC_AltartarSauce.jpg,212,Altartar Sauce,,,,,,,,,,,,,,,,"Attach this item card to a character card to deal an additional 99 damage to the opponent. <br><br>Behold the BEEG power of the Speaker of Space! The Speaker of Space always thinks of tartar sauce when seeing her kouhai, Regis Altare.  Maybe the Speaker of Space thinks about food too much when passing by stars and planets... But it's very cute too, so let's call this condiment, Altartar sauce!",,Sanna C.,BanBan,"Chibi Altare holding a sauce bottle with a dazed face.The background is space with fuzzy images of Sana, tartar sauce, and Altare dressing like a tartar sauce bottle. "
Common,Common_nyanbeans_AltventurerSlimeGummies.jpg,213,Altventurer Slime Gummies,,,,,,,,,,,,,,,,"Attach this Asset to a Talent you control. If the Talent is Altare, while this asset is equipped, all of that Talent's abilities cost one less Element. If the Talent is Regis, you may discard this card to heal 20 HP.<br><br>A sweet confection, modeled after the blue slimes that Altare raises. Altare loves all of his little slimes and has even dubbed them his Altventurers. Regis is ... not so fond of them.","On certain mornings, there is one less Altventurer slime in the pen. Altare thinks nothing of it, rationalizing that the slimes are free to come and go as they please. He conveniently ignores the fact that these slimes never return to the pen.<br><br>Regis always takes care to wipe the leftover slime goo from their shared mouth before Altare regains control of their body in the morning.",nyanbeans,mayari marionette,"An Altventurer is shown bitten open, dark blue slime-like texture oozing out from inside. Two others look on with concern."
Common,Common_Spur_AsparagusLightStick.jpg,214,Asparagus Light Stick,,,,,,,,,,,,,,,,"This asset can be given to any character card depicting Altare. It grants a protective shield that nullifies an attack once. Once the shield is broken, put this card in the Offline file. <br><br>3 AM self-defense weapon kindly donated by an altventurer (if you are reading this: your contribution is highly appreciated).","When Altare told altventurers that he enjoys walks in the early hours of the morning, they were more than worried that something dangerous might happen to their precious hero. Luckily an altventurer has donated a tool, when held would provide a protective shield to any attack dealt. With this lightstick in hand, they know that he would at least have time to escape danger.",Spur || lurkn_ssprdyllc,Dholwrites,"A chibi Altare sits on top of a light stick whose handle is made of asparagus, red horns and wings prominent along with several sprouts of asparagus protruding from his back"
Common,Common_miiversian_AstronautPepper.jpg,215,Astronaut Pepper,,,,,,,,,,,,,,,,"Search for an Altare card from your deck, reveal it and place it in your playzone. During the turn this item card is used, that Altare card can’t do any actions because he’s dealing with the spiciness in his mouth.<br><br>A familiar astronaut-shaped pepper that came with Altare’s pizza order. He points out how funny it is, and then… He eats it… Even though he knows that he can't eat spicy food… ",You know what happens next.,miiversian,BanBan,"A green pepper shaped like an astronaut from a certain game, about to be consumed by a chibi Altare with his mouth wide open, who also makes up the entire background of the art."
Common,Common_Roro_BatsuofGreed.jpg,216,Batsu of Greed,,,,,,,,,,,,,,,,"A batsu wheel is just like a box of chocolates, only every flavor tastes terrible. Flip a coin. If heads, draw 2 cards from your deck. If tails, draw 1 card from your deck.","After the boys went to Earth for a quest, they discovered that they really loved watching game shows, and so they devised a batsu wheel known as Wheel of Tempus. <br><br>The wooden wheel hangs in the torture room of the Guild Hall, in the southeast quadrant. No slime has ever been inside to personally see the wheel, but it is widely believed that Altare scribbled in punishments he describes as “interesting” for all the empty spaces.",Roro,whalerounded,Altare miserably sits at the right corner as the punishment/challenge wheel lands to end his stream.
Common,Common_Mil_0709_BigL.jpg,217,"Big ""L""",,,,,,,,,,,,,,,,Opponent will discard all cards in hand and draw again according to the number of discarded cards from their deck.<br><br>A Big “L” with the wheel that Altare gave to his guildmate who is an alchemist when they met. He didn’t tell the reason behind this “L’ gift but maybe because Altare knows his guildmate too well and he knows which item will make a surprise laugh. ,And the “What da f***” that his guildmate exclaims when see this “L” can be confirmed for this reason.,Mil_0709,BanBan,An L shaped toy with wheels given to Altare by Magni’s gloved hand.
Common,Common_tsu_BoneBitsHeOnceSits.jpg,218,Bone Bits He Once Sits,,,,,,,,,,,,,,,,"Quick Effect:<br>When faced with any Character Card depicting a dog (or Axel), you can play this card from your hand to instantly negate one attack. All other Character Cards can attack this turn.<br><br>Shattered bits of bone recovered from Axel’s short lived Bone Throne by Magni, “Hey, this stuffs great in potions- stop judging me.”","<i>These little shards actually do have somewhat of a strange sort of sentimental value, you’ve noticed that Magni has yet to use them, and Axel sometimes looks at them and laughs. You, Altare, also find them to be a curious knick-knack that fills you with sweet nostalgia- of that one time Axel tried to kill you for real. Haha- just kidding. The little shards remind you of the time Tempus was like an incomplete puzzle; all there, but not yet connected to really shine as a whole. </i>",tsu,Kiing,"A pile of broken and shattered bones, consisting of a few ribs, a femur, and a leaf shaped bone."
Common,Common_jam_BowandArrow.jpg,219,Bow and Arrow,,,,,,,,,,,,,,,,"Take aim with this asset. Just by equipping this onto a talent, their aim becomes more accurate for a headshot and deals 50% more damage! <br>It’s unclear how and why having it on a talent yields better results but no one would complain that using it wouldn’t hurt. A few previous users of the asset have noted that it feels as if something is guiding them. ","While it is lacking a modern scope that would improve aim, numerous arrows and bullets have sent their victims to their graves. With a closer inspection, it can be found that the decorative feathers are enchanted, not the bow itself. Speckles of blue magic would gather and lead the way as if the shot was destined to be taken.",jam,Dholwrites,"A curved bow and arrow pulled back, ready to be fired.  The bow and arrow glow with a radiant gold hue, as a navy blue ribbon tied to the end of the arrow flows down."
Common,Common_81_CelloNon-Slip.jpg,220,Cello Non-Slip,,,,,,,,,,,,,,,,"A trusty non-slip pad for your cello in the shape of a loyal companion. If you come across a difficult challenge, summon your friend-shaped slimes and let them support you. Add 100 DMG points to any card featuring Altare.<br><br>In times of need, the Altventurers always fight with their beloved hero.",,81(八一),kkinos,"A round, wooden disc with a kawaii face and blue diamond head pieces on the right and left side of the face.  The cute wooden disc’s purpose is to keep Altare’s cello in place as he plays."
Common,Common_Kalhuhu_CluesAbouttheDemonLord.jpg,221,Clues About the Demon Lord,,,,,,,,,,,,,,,,"Draw five cards. From those, choose one to immediately play. AU energy can be used in place of the required energy type on the card. Consider it a boon from the demon god king himself.","Legends speak of a time when the ruler of Elysium, a demon god king, was defeated by a brave hero and his three friends. Yet…there were some who wondered if he truly was gone. The hero seemed different when he returned. Yet time passed, Elysium prospered while the hero kept up his heroics, and the demon god king was forgotten. Did he exist at all? <br><br>Perhaps somewhere deep in some lost ruins, a crumbling old temple, or even a simple tome kept safe in a family library holds the key to the truth.",Kalhuhu,Brainy,"A deserted dirt field with scattered shards of red and blue horn pieces.  In the distance amongst the trail of trees in the background is a wooden sign with a drawing of Altare in demon form, red ink and a red exclamation point.  The words “Warning” are written in white along the bottom of the sign."
Common,Common_mmmonstruo_CosplaySupplies.jpg,222,Cosplay Supplies,,,,,,,,,,,,,,,,"Attach this Asset to a Talent you control. While this Asset is equipped, all of the Talent’s abilities cost one less Element.<br>It's difficult starting out with any hobby, but in time, you'll be the star of the cosplay contest! Now, where did that seam ripper go?","Altare holds up the shirt, expecting it to look like a shirt. It ... does not. He references the pattern again, trying to figure out where he went wrong. Something in the corner of the room chimes, and he walks over to check on the 3D-printed armor. At least this looks okay...",mmmonstruo,mayari marionette,"A white and blue sewing machine with sewing supplies such as a tomato-shaped pincushion and cosplay magazines next to it. On the cover of these magazines is Altare modeling on each cover; one in a warrior costume, one of his white and blue sweater, and one in a red dress."
Common,Common_tsu_CrashCourse.jpg,223,Crash Course,,,,,,,,,,,,,,,,"Uhhhhhhhhhh…You can’t understand what any of this is talking about. Even just looking at all the glyphs and the mass texts of ancient, undying, language is making your head spin.<br><br>You can’t use this item, BUT, you can throw the book at your opponents to inflict 2 DMG.","<i>Really? Who writes a whole book with such hard texts! It’s not your fault that the magic glyphs are much too complicated to draw- it’s the magic's fault for being difficult in the first place. <br>“Light Magic for Dummies”, yeah right.</i>",tsu,Kiing,Chibi Altare is dripping with sweat with horror seen across face as he is reading a light blue book titled: “Light Magic for Dummies”.  The Altventurer slimes are to the right of Altare reading alongside Chibi Altare.
Common,Common_Mew_CultareFare.jpg,224,Cultare Fare,,,,,,,,,,,,,,,,"Wow! What a delicious-looking meal made from totally normal, ethically-sourced ingredients! This is the kinda stuff you’ll only find in Elysium.<br><br>While your active character card is holding this item, they’ll regain 10 HP every turn. Plus, any character cards that depict altventurers will deal 10 extra damage per attack, as they suddenly seem really eager to stay on your good side!","In his Tempura Times bestseller <i>The Art of Eating Mascots</i>, Demon Lord Regis explains why a good mascot meal is to die for.<br><br>“I’m not a picky eater,” he writes. “I like everything but watermelon, shrimp, peanut butter, turkey, soondae, and the full list in the Appendix. But of everything I like, mascots are a cut above the rest.”<br><br>In an interview, we asked if his newest dish contained any mascot ingredients.<br><br>“Oh no, no way,” says Regis, cackling. “I totally didn’t go slime-hunting for that. Totally.”",Mew (@chlckenkaarage),Lime 52,"A shimmering platter of desserts: on the left hand side is a blue soft drink topped with light blue whipped cream and blue triangular sugar flakes, on the right is a blue dome shaped jello topped with mint cream, chocolate chips, and chocolate syrup. A small knife is presented to the left of the purple square plate to cut into the dessert."
Common,Common_Kaibo_CursedSandwichCookie.jpg,225,Cursed Sandwich Cookie,,,,,,,,,,,,,,,,"Blindly pick three cards from your hand and discard them. In turn, draw three cards to replace those and immediately play them, if you are able. ","An abomination born out of silliness that ended only in regret, not even the deliciousness of the flavors themselves could overcome what they became when Altare’s tongue absorbed them at once. He committed to the bit and learned that salsa, “nacho” cheese, and a cookie should never, ever, ever be consumed as one. As the leader, it was only right that Altare discovered the consequences so his guildmates didn’t have to. ",Kaibo,Brainy,"Altare vomiting a rainbow as Magni’s hand comes closer to him with a chocolate cookie dipped in cheese and salsa approaches. The cookie emits an ominous, green stench and aura. The words “Save Me” in a red, sauce-like substance are written above Altare’s head."
Common,Common_Fluor_DadsChili.jpg,226,Dad's Chili,,,,,,,,,,,,,,,,"This asset costs 3 Food to send online. For every turn that it remains online, this asset generates one additional food element per turn. Once this card has been online for fifteen turns, you can send both yours and an opponent's card offline. Unfortunately, you must unarchive this card, as you have forever lost the Dad’s Chili asset. ","Don’t lie, you’re just holding onto this asset for the card’s scratch and sniff qualities. It smells like some of the best chili you’ll ever have. The kind where you’d do anything to keep it. Every trial undergone is well worth it for many, all for that chili smell. There are currently no plans to re-release this card, so good luck!",Fluor (FluorescenceFuture),KageKitsuneofLight,"A brown bowl filled with chili topped with cheese, green onions and sour cream, the bowl of chili glistening and emitting a delicious scent. Altare is seen in the distance turning around shocked, mouth opened in awe of the deliciousness."
Common,Common_ChelseaRose_Dangoganer.jpg,227,Dangoganer,,,,,,,,,,,,,,,,"Roll a four-sided dice, this card’s effect is as follows: <br>1: Pick a chara-card, its next ATK gains 40 DMG <br>2: Pick a chara-card, it gets an extra attack at half DMG <br>3: Pick a chara-card, it gains 20 HP<br>4: Pick a chara-card, its effect duration increases one turn Once the chosen effect ends, discard this card.","Cutely decorated dango sticks lined up like a family rest on their plate, as if they too are watching the Sakura leaves feather to the ground. It feels dearly familiar and comforting. ",Chelsea Rose,Kiing,"A plate filled with round, soft dango skewers in the shape of an orange Axelotl, an eight legged purple Magmite, a blue slime Altventurer, and a gray and gold Hounduran bat Vestie. Pink petals dance around the plate as the cute eyes of the dangos look up at you, eager to be eaten."
Common,Common_Eevee_ForgottenTrinket.jpg,228,Forgotten Trinket,,,,,,,,,,,,,,,,Gain 3 Element tokens of your choice. One of your character cards takes damage equal to half of their max HP. Discard Forgotten Trinket.,When did I get this?,Eevee,Etherling,"A blue snap hair clip with a green softly shaped triangle. The triangle has a sweet sleeping face, cute blushing cheeks with a pink flower in the top right part of the head. A small plant sprout is seen coming out of the top."
Common,Common_tsu_FrameObscura.jpg,229,Frame Obscura,,,,,,,,,,,,,,,,"An inexplicably glared photo frame of Altare and a stranger- is it a stranger? Wait. Don’t I know you? Do I know you? I’ve never seen you before, but, you were always here…","<i>Memories of something- someone- violently tug at Altare’s head whenever he views this photo in particular. Who….Who is that? Deep in his heart he knows who the other figure is, and it pains him so, so, much to be unable to remember them fully. To remember the smiles, the laughs, the meals, the warmth they shared.<br>Ah.<br>Wait.<br>That’s right.<br>You’re-</i>",tsu,Kiing,"A photo frame is being held up with an image of Altare smiling. Referencing the manga, he has his arm around a figure that is obscured by a light reflection."
Common,Common_Fluor_FriendshipBracelet.jpg,230,Friendship Bracelet,,,,,,,,,,,,,,,,"His hand may be covered in blood, and his friend’s gloves torn and ragged from the hordes of enemies, but the bracelet is pristine as it’s tied around his wrist. It’s probably not a good idea to try and eat it, regardless of what your friend says. But for 2 Friendship and 2 Food, you heal 200 hp to one talent currently online. ","Who knew that a friendship bracelet could be so beneficial to your health? Just try and swallow it all in one go. Textile fibers are not tasty, and there is not a surprisingly pleasant aftertaste either. All it really does is dry out your mouth too, and it scratches up your throat. Not that we have personal experience with eating friendship bracelets. We’ve been told all this by someone who did, so now we’re telling you.",Fluor (FluorescenceFuture),KageKitsuneofLight,Vesper's torn gloves tying a blue and black friendship bracelet around Altare's wrist. The latter's hands are splattered with blood.
Common,Common_Fluor_GoldTinder.jpg,231,Gold Tinder,,,,,,,,,,,,,,,,"For when your sticks need a golden sheen, playing this asset costs you 4 UwU and forces you to End Stream. There is no benefit to playing this asset.","Originally, it cost 4.99 UwU, but it was rounded up to make things simple. This card is completely useless, and it’s recommended to simply burn this card, both in game and real life.This card costed our company 0.15 MAG Coin to produce per 100 cards, so admittedly it’s mind boggling to see this card being sold on websites like ElysiumBay for well over 1,500 MAG Coin. But buyer beware, there are fakes of this card on ElysiumBay which, by our estimate, fills 78 of the 79 pages of listing. ",Fluor (FluorescenceFuture),KageKitsuneofLight,"Altare despairing as a fly exits his empty wallet. It is implied he spent it all on a shining gold pile of wooden sticks, otherwise known as ""Gold Tinder""."
Common,Common_kcedar_Gunsaber.jpg,232,Gunsaber,,,,,,,,,,,,,,,,"Use this card to deflect up to 2 energy’s worth of damage dealt to the card it’s attached to back at the opponent. Once used, this card must be discarded. ","Used for the protection of his friends, allies, strangers and himself, Altare wields his gunsaber with a practiced ease. It is an extension of himself that he’ll draw only when needed. How does it work? Won’t the bullet bounce off the lightblade when it’s fired? Well…don’t worry about it, okay? In conjunction with his armor and skill as a heroic fighter, the gunsaber has served Altare well so far in his adventures. ",kcedar,Brainy,"Two hands presenting a floating gunsaber, with the saber retracted so it only shows the gun."
Common,Common_tootles_HappyMask.jpg,233,Happy Mask,,,,,,,,,,,,,,,,"When played, you put on the mask to hide the pain. This fully negates the damage of the next attack, but will fail if the attack doesn't deal damage.","This mask is commonly used among members of the Tempus Guild to hide the pain, like everyone does from time to time! Haha!",tootles,Kardboard,A round white mask with an emoticon face on it. It is smiling and has a nose.
Common,Common_SenWarchief_HardHeadedHammer.jpg,234,Hard-Headed Hammer,,,,,,,,,,,,,,,,"The power of pointy hair spikes is NOT to be underestimated, and the opponent will learn this quickly. <br><br>Equipping the Hard-headed Hammer to an unarmed Altare card will incite his rage, causing double damage on his next ATK!<br><br>The Guild TEMPUS Blacksmith claims that any similarities to actual persons, living or anime, are purely coincidental, and he cannot be held responsible for injured pride. ",,SenWarchief,The Cooler Garfield,A 3D model of a shotgun with a hammer attached to the end. The hammerhead is spherical and has a head of blue hair that resembles Altare.
Common,Common_InkXsodA_HornsofDemonGodKingRegis.jpg,235,Horns of Demon God King Regis,,,,,,,,,,,,,,,,"When cornered, there's no reason to keep up pretense. Here, the TRUE form of Regis is revealed. The enemy quakes in fear at the mighty Demon God King. Don these horns in a pinch and receive a 1.5x damage boost OR take half damage from the next attack. Also, look really badass for the remainder of the game.",,InkXsodA,Orion Valiant,Red translucent horns of the Demon God King Regis protrude in shining glory from his head in front of a backdrop of flames. Regis is arching an eyebrow.
Common,Common_nyanbeans_ImGonnaGetYouNya.jpg,236,"I'm Gonna Get You, Nya!",,,,,,,,,,,,,,,,"While this Asset is in effect, both the player and the opponent must end all their sentences with ""nya!"" If you fail to do so, select one of your creatures to take 10 damage, nya.<br><br>""Dez, what's with this headband?"" A small shock surges through Altare's body, reminding him of Dezmond's instructions. ""I mean ... what's with this headband, nya?""","Dezmond smiles. ""Isn't it brilliant?""<br><br>Altare frowns. ""Still not sure what it's supposed to do."" A small shock jolts his body. ""Nya.""<br><br>""... I just wanted to make you say 'nya.'""<br><br>Altare takes off the headband and lunges forward, grabbing the alchemist. ""YOU LITTLE -""",nyanbeans,mayari marionette,A fluffy blue cat-eared headband on a sparkling pink background.
Common,Common_tootles_ImitationSnack.jpg,237,Imitation Snack,,,,,,,,,,,,,,,,"When Played, this item card will heal for 40 health.",Looking for a quick and tasty snack? Try Imitation Snacks! (Best served untoasted.) ,tootles,Kardboard,"A frosted pastry snack called a ""Bob Tart"" sits on a plate atop a desk. There's a bite taken out of it."
Common,Common_tootles_ImmediateRamyun.jpg,238,Immediate Ramyun,,,,,,,,,,,,,,,,"Gain an extra turn, and draw a card.","Do you and your significant other want some ramyun? Do you want it now so you can eat it together? Immediately even, so you can cuddle and consume? Well, you're in luck! Immediate Ramyun is the ramen just for lovebirds such as you!<br><br>*Immediate ramyun is not responsible for undercooked ramen, or any illnesses gained from consuming the product.",tootles,Kardboard,Two red cups of instant ramyun sit next to a red rose. One cup is open and has chopsticks resting on the top.
Common,Common_DEADRKGK_IsekaiIncTruck.jpg,239,Isekai Inc. Truck,,,,,,,,,,,,,,,,"Upon play, remove 1 Common Item from the field or deal 20 damage to a character card as you isekai their toes. Shuffle back into the deck after use.","Take your playtime to a whole new world with this official Isekai Inc toy truck!<br><br>DISCLAIMER: Isekai Inc is not responsible for damages or loss of life incurred upon use of this product. In the case of such events, please send video footage to Isekai Inc’s South Elysium office to provide comedic relief.",DEADRKGK,Etherling,"Altare speeding down a road with reckless abandon in a truck labeled ""ISEKAI INC."""
Common,Common_minjastars_ItsNotAKazoo.jpg,240,It's Not A Kazoo!,,,,,,,,,,,,,,,,"While this Asset is in effect, the cost of all attacks and abilities of all non-Music Element Talents is increased by one Music Element.<br><br>""Thank you for the - 'nice kazoo?' Chat, this is a trumpet mouthpiece, not a kazoo.""","Altare leans back in his chair while he fiddles with his trumpet mouthpiece. Maybe one day he'd be back to his jazz band prime, but for now, he can get a lot of practice in with - oh, there goes another red superchat. Once again, he brings the trumpet mouthpiece to his lips and buzzes a melody.",minjastars,mayari marionette,The mouthpiece of a trumpet in silver.
Common,Common_kirisviel_KangarooExpress.jpg,241,Kangaroo Express,,,,,,,,,,,,,,,,"For the next 5 turns, flip a coin whenever you are about to take damage. If heads, you avoid it. If tails, unfortunately you take full damage. After 5 turns have ended, discard this card.","On a quest deep in Northern Elysium, Altare and the boys found themselves needing to get to the next town in a hurry. Unfortunately, transportation was scarce, but at the suggestion of a local, they decided to use an up and coming service and hopped aboard a kangaroo each. The ride was very bouncy, but for the cost and speed, they reached their destination in no time! Lacking a way to give his kangaroo a rating (5 stars, of course!), Altare instead tipped well so it could have a nice treat when it got home. ",kirisviel,Brainy,A Cultare slime riding on the back of a kangaroo wearing a blue bridle. The background looks like the bush or the outback of North Elysium.
Common,Common_tootles_LachmannSub.jpg,242,Lachmann Sub,,,,,,,,,,,,,,,,When Played there is a 60% chance to double the damage of the next attack. 40% chance to do nothing.,"A gun that packs quite the punch! If the conditions are right it bears a golden look, but most of the time, the gun looks more like a muddy yellow.",tootles,Kardboard,A golden submachine gun from a popular first person shooter game glows on a golden background.
Common,Common_Suppapong_LacklusterFettuccineAlfredo.jpg,243,Lackluster Fettuccine Alfredo,,,,,,,,,,,,,,,,"Less than delicious pasta seasoned with the taste of deception. Twenty dollars for a plate should not be allowed. Become a master at trickery and fool even yourself by taking an extra card from your deck.<br><br>Once obtained, you can summon this card at any point of the game.",,Suppapong,kkinos,"Thick fettuccine placed on a white plate, with a dusting of cheese, possibly pepper and green herbs. A fork and white napkin has been placed next to the plate."
Common,Common_saki_LetItBee.jpg,244,Let It Bee,,,,,,,,,,,,,,,,"A particular song from a particular band gets incessantly stuck in the opponent's head, distracting them long enough to lose one turn of play. Letter B, Letter B... Whisper words of wisdom... Letter B.<br><br>There is no copyrighted material anywhere on this card.",,saki,The Cooler Garfield,"A rounded red square with an uppercase letter B is front and center with two flying bees framing the sides, one has its mouth in an O and one is smiling. Music notes trail across the letter B and sparks fly from the corner of the letter in the background."
